Question ID (machine readable),Response ID (machine readable),Response value,Answer requirement,Human-friendly question label
PSL_DATA_USAGE_RESPONSES:PSL_APPROX_LOCATION:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_OPTIONAL,,SINGLE_CHOICE,Uso y manejo de datos (Ubicación aproximada)/¿Estos datos son necesarios para tu app o los usuarios pueden decidir si se recopilan o no?/Los usuarios pueden decidir si los datos se recopilan o no
PSL_DATA_USAGE_RESPONSES:PSL_APPROX_LOCATION:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_REQUIRED,,SINGLE_CHOICE,Uso y manejo de datos (Ubicación aproximada)/¿Estos datos son necesarios para tu app o los usuarios pueden decidir si se recopilan o no?/La recopilación de datos es necesaria (los usuarios no pueden desactivar esta opción)
PSL_DATA_USAGE_RESPONSES:PSL_APPROX_LOCATION:DATA_USAGE_COLLECTION_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,Uso y manejo de datos (Ubicación aproximada)/¿Por qué se recopilan los datos de los usuarios? Selecciona todas las opciones que correspondan./Funciones de la app
PSL_DATA_USAGE_RESPONSES:PSL_APPROX_LOCATION:DATA_USAGE_COLLECTION_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Uso y manejo de datos (Ubicación aproximada)/¿Por qué se recopilan los datos de los usuarios? Selecciona todas las opciones que correspondan./Estadísticas
PSL_DATA_USAGE_RESPONSES:PSL_APPROX_LOCATION:DATA_USAGE_COLLECTION_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Uso y manejo de datos (Ubicación aproximada)/¿Por qué se recopilan los datos de los usuarios? Selecciona todas las opciones que correspondan./Comunicaciones del desarrollador
PSL_DATA_USAGE_RESPONSES:PSL_APPROX_LOCATION:DATA_USAGE_COLLECTION_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Uso y manejo de datos (Ubicación aproximada)/¿Por qué se recopilan los datos de los usuarios? Selecciona todas las opciones que correspondan./Seguridad, cumplimiento y prevención de fraudes"
PSL_DATA_USAGE_RESPONSES:PSL_APPROX_LOCATION:DATA_USAGE_COLLECTION_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Uso y manejo de datos (Ubicación aproximada)/¿Por qué se recopilan los datos de los usuarios? Selecciona todas las opciones que correspondan./Publicidad o marketing
PSL_DATA_USAGE_RESPONSES:PSL_APPROX_LOCATION:DATA_USAGE_COLLECTION_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Uso y manejo de datos (Ubicación aproximada)/¿Por qué se recopilan los datos de los usuarios? Selecciona todas las opciones que correspondan./Personalización
PSL_DATA_USAGE_RESPONSES:PSL_APPROX_LOCATION:DATA_USAGE_COLLECTION_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,Uso y manejo de datos (Ubicación aproximada)/¿Por qué se recopilan los datos de los usuarios? Selecciona todas las opciones que correspondan./Administración de la cuenta
PSL_DATA_USAGE_RESPONSES:PSL_APPROX_LOCATION:DATA_USAGE_SHARING_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,Uso y manejo de datos (Ubicación aproximada)/¿Para qué se usan y comparten los datos de los usuarios? Selecciona todas las opciones que correspondan./Funciones de la app
PSL_DATA_USAGE_RESPONSES:PSL_APPROX_LOCATION:DATA_USAGE_SHARING_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Uso y manejo de datos (Ubicación aproximada)/¿Para qué se usan y comparten los datos de los usuarios? Selecciona todas las opciones que correspondan./Estadísticas
PSL_DATA_USAGE_RESPONSES:PSL_APPROX_LOCATION:DATA_USAGE_SHARING_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Uso y manejo de datos (Ubicación aproximada)/¿Para qué se usan y comparten los datos de los usuarios? Selecciona todas las opciones que correspondan./Comunicaciones del desarrollador
PSL_DATA_USAGE_RESPONSES:PSL_APPROX_LOCATION:DATA_USAGE_SHARING_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Uso y manejo de datos (Ubicación aproximada)/¿Para qué se usan y comparten los datos de los usuarios? Selecciona todas las opciones que correspondan./Seguridad, cumplimiento y prevención de fraudes"
PSL_DATA_USAGE_RESPONSES:PSL_APPROX_LOCATION:DATA_USAGE_SHARING_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Uso y manejo de datos (Ubicación aproximada)/¿Para qué se usan y comparten los datos de los usuarios? Selecciona todas las opciones que correspondan./Publicidad o marketing
PSL_DATA_USAGE_RESPONSES:PSL_APPROX_LOCATION:DATA_USAGE_SHARING_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Uso y manejo de datos (Ubicación aproximada)/¿Para qué se usan y comparten los datos de los usuarios? Selecciona todas las opciones que correspondan./Personalización
PSL_DATA_USAGE_RESPONSES:PSL_APPROX_LOCATION:DATA_USAGE_SHARING_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,Uso y manejo de datos (Ubicación aproximada)/¿Para qué se usan y comparten los datos de los usuarios? Selecciona todas las opciones que correspondan./Administración de la cuenta
PSL_DATA_USAGE_RESPONSES:PSL_PRECISE_LOCATION:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_COLLECTED,,MULTIPLE_CHOICE,"Uso y manejo de datos (Ubicación precisa)/¿Estos datos se recopilan, se comparten o ambas?/Recopilados"
PSL_DATA_USAGE_RESPONSES:PSL_PRECISE_LOCATION:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_SHARED,,MULTIPLE_CHOICE,"Uso y manejo de datos (Ubicación precisa)/¿Estos datos se recopilan, se comparten o ambas?/Compartidos"
PSL_DATA_USAGE_RESPONSES:PSL_PRECISE_LOCATION:PSL_DATA_USAGE_EPHEMERAL,,,MAYBE_REQUIRED,Uso y manejo de datos (Ubicación precisa)/¿Estos datos se procesan de forma efímera?
PSL_DATA_USAGE_RESPONSES:PSL_PRECISE_LOCATION:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_OPTIONAL,,SINGLE_CHOICE,Uso y manejo de datos (Ubicación precisa)/¿Estos datos son necesarios para tu app o los usuarios pueden decidir si se recopilan o no?/Los usuarios pueden decidir si los datos se recopilan o no
PSL_DATA_USAGE_RESPONSES:PSL_PRECISE_LOCATION:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_REQUIRED,,SINGLE_CHOICE,Uso y manejo de datos (Ubicación precisa)/¿Estos datos son necesarios para tu app o los usuarios pueden decidir si se recopilan o no?/La recopilación de datos es necesaria (los usuarios no pueden desactivar esta opción)
PSL_DATA_USAGE_RESPONSES:PSL_PRECISE_LOCATION:DATA_USAGE_COLLECTION_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,Uso y manejo de datos (Ubicación precisa)/¿Por qué se recopilan los datos de los usuarios? Selecciona todas las opciones que correspondan./Funciones de la app
PSL_DATA_USAGE_RESPONSES:PSL_PRECISE_LOCATION:DATA_USAGE_COLLECTION_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Uso y manejo de datos (Ubicación precisa)/¿Por qué se recopilan los datos de los usuarios? Selecciona todas las opciones que correspondan./Estadísticas
PSL_DATA_USAGE_RESPONSES:PSL_PRECISE_LOCATION:DATA_USAGE_COLLECTION_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Uso y manejo de datos (Ubicación precisa)/¿Por qué se recopilan los datos de los usuarios? Selecciona todas las opciones que correspondan./Comunicaciones del desarrollador
PSL_DATA_USAGE_RESPONSES:PSL_PRECISE_LOCATION:DATA_USAGE_COLLECTION_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Uso y manejo de datos (Ubicación precisa)/¿Por qué se recopilan los datos de los usuarios? Selecciona todas las opciones que correspondan./Seguridad, cumplimiento y prevención de fraudes"
PSL_DATA_USAGE_RESPONSES:PSL_PRECISE_LOCATION:DATA_USAGE_COLLECTION_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Uso y manejo de datos (Ubicación precisa)/¿Por qué se recopilan los datos de los usuarios? Selecciona todas las opciones que correspondan./Publicidad o marketing
PSL_DATA_USAGE_RESPONSES:PSL_PRECISE_LOCATION:DATA_USAGE_COLLECTION_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Uso y manejo de datos (Ubicación precisa)/¿Por qué se recopilan los datos de los usuarios? Selecciona todas las opciones que correspondan./Personalización
PSL_DATA_USAGE_RESPONSES:PSL_PRECISE_LOCATION:DATA_USAGE_COLLECTION_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,Uso y manejo de datos (Ubicación precisa)/¿Por qué se recopilan los datos de los usuarios? Selecciona todas las opciones que correspondan./Administración de la cuenta
PSL_DATA_USAGE_RESPONSES:PSL_PRECISE_LOCATION:DATA_USAGE_SHARING_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,Uso y manejo de datos (Ubicación precisa)/¿Para qué se usan y comparten los datos de los usuarios? Selecciona todas las opciones que correspondan./Funciones de la app
PSL_DATA_USAGE_RESPONSES:PSL_PRECISE_LOCATION:DATA_USAGE_SHARING_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Uso y manejo de datos (Ubicación precisa)/¿Para qué se usan y comparten los datos de los usuarios? Selecciona todas las opciones que correspondan./Estadísticas
PSL_DATA_USAGE_RESPONSES:PSL_PRECISE_LOCATION:DATA_USAGE_SHARING_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Uso y manejo de datos (Ubicación precisa)/¿Para qué se usan y comparten los datos de los usuarios? Selecciona todas las opciones que correspondan./Comunicaciones del desarrollador
PSL_DATA_USAGE_RESPONSES:PSL_PRECISE_LOCATION:DATA_USAGE_SHARING_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Uso y manejo de datos (Ubicación precisa)/¿Para qué se usan y comparten los datos de los usuarios? Selecciona todas las opciones que correspondan./Seguridad, cumplimiento y prevención de fraudes"
PSL_DATA_USAGE_RESPONSES:PSL_PRECISE_LOCATION:DATA_USAGE_SHARING_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Uso y manejo de datos (Ubicación precisa)/¿Para qué se usan y comparten los datos de los usuarios? Selecciona todas las opciones que correspondan./Publicidad o marketing
PSL_DATA_USAGE_RESPONSES:PSL_PRECISE_LOCATION:DATA_USAGE_SHARING_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Uso y manejo de datos (Ubicación precisa)/¿Para qué se usan y comparten los datos de los usuarios? Selecciona todas las opciones que correspondan./Personalización
PSL_DATA_USAGE_RESPONSES:PSL_PRECISE_LOCATION:DATA_USAGE_SHARING_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,Uso y manejo de datos (Ubicación precisa)/¿Para qué se usan y comparten los datos de los usuarios? Selecciona todas las opciones que correspondan./Administración de la cuenta
PSL_DATA_USAGE_RESPONSES:PSL_WEB_BROWSING_HISTORY:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_COLLECTED,,MULTIPLE_CHOICE,"Uso y manejo de datos (Historial de navegación en la Web)/¿Estos datos se recopilan, se comparten o ambas?/Recopilados"
PSL_DATA_USAGE_RESPONSES:PSL_WEB_BROWSING_HISTORY:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_SHARED,,MULTIPLE_CHOICE,"Uso y manejo de datos (Historial de navegación en la Web)/¿Estos datos se recopilan, se comparten o ambas?/Compartidos"
PSL_DATA_USAGE_RESPONSES:PSL_WEB_BROWSING_HISTORY:PSL_DATA_USAGE_EPHEMERAL,,,MAYBE_REQUIRED,Uso y manejo de datos (Historial de navegación en la Web)/¿Estos datos se procesan de forma efímera?
PSL_DATA_USAGE_RESPONSES:PSL_WEB_BROWSING_HISTORY:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_OPTIONAL,,SINGLE_CHOICE,Uso y manejo de datos (Historial de navegación en la Web)/¿Estos datos son necesarios para tu app o los usuarios pueden decidir si se recopilan o no?/Los usuarios pueden decidir si los datos se recopilan o no
PSL_DATA_USAGE_RESPONSES:PSL_WEB_BROWSING_HISTORY:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_REQUIRED,,SINGLE_CHOICE,Uso y manejo de datos (Historial de navegación en la Web)/¿Estos datos son necesarios para tu app o los usuarios pueden decidir si se recopilan o no?/La recopilación de datos es necesaria (los usuarios no pueden desactivar esta opción)
PSL_DATA_USAGE_RESPONSES:PSL_WEB_BROWSING_HISTORY:DATA_USAGE_COLLECTION_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,Uso y manejo de datos (Historial de navegación en la Web)/¿Por qué se recopilan los datos de los usuarios? Selecciona todas las opciones que correspondan./Funciones de la app
PSL_DATA_USAGE_RESPONSES:PSL_WEB_BROWSING_HISTORY:DATA_USAGE_COLLECTION_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Uso y manejo de datos (Historial de navegación en la Web)/¿Por qué se recopilan los datos de los usuarios? Selecciona todas las opciones que correspondan./Estadísticas
PSL_DATA_USAGE_RESPONSES:PSL_WEB_BROWSING_HISTORY:DATA_USAGE_COLLECTION_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Uso y manejo de datos (Historial de navegación en la Web)/¿Por qué se recopilan los datos de los usuarios? Selecciona todas las opciones que correspondan./Comunicaciones del desarrollador
PSL_DATA_USAGE_RESPONSES:PSL_WEB_BROWSING_HISTORY:DATA_USAGE_COLLECTION_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Uso y manejo de datos (Historial de navegación en la Web)/¿Por qué se recopilan los datos de los usuarios? Selecciona todas las opciones que correspondan./Seguridad, cumplimiento y prevención de fraudes"
PSL_DATA_USAGE_RESPONSES:PSL_WEB_BROWSING_HISTORY:DATA_USAGE_COLLECTION_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Uso y manejo de datos (Historial de navegación en la Web)/¿Por qué se recopilan los datos de los usuarios? Selecciona todas las opciones que correspondan./Publicidad o marketing
PSL_DATA_USAGE_RESPONSES:PSL_WEB_BROWSING_HISTORY:DATA_USAGE_COLLECTION_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Uso y manejo de datos (Historial de navegación en la Web)/¿Por qué se recopilan los datos de los usuarios? Selecciona todas las opciones que correspondan./Personalización
PSL_DATA_USAGE_RESPONSES:PSL_WEB_BROWSING_HISTORY:DATA_USAGE_COLLECTION_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,Uso y manejo de datos (Historial de navegación en la Web)/¿Por qué se recopilan los datos de los usuarios? Selecciona todas las opciones que correspondan./Administración de la cuenta
PSL_DATA_USAGE_RESPONSES:PSL_WEB_BROWSING_HISTORY:DATA_USAGE_SHARING_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,Uso y manejo de datos (Historial de navegación en la Web)/¿Para qué se usan y comparten los datos de los usuarios? Selecciona todas las opciones que correspondan./Funciones de la app
PSL_DATA_USAGE_RESPONSES:PSL_WEB_BROWSING_HISTORY:DATA_USAGE_SHARING_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Uso y manejo de datos (Historial de navegación en la Web)/¿Para qué se usan y comparten los datos de los usuarios? Selecciona todas las opciones que correspondan./Estadísticas
PSL_DATA_USAGE_RESPONSES:PSL_WEB_BROWSING_HISTORY:DATA_USAGE_SHARING_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Uso y manejo de datos (Historial de navegación en la Web)/¿Para qué se usan y comparten los datos de los usuarios? Selecciona todas las opciones que correspondan./Comunicaciones del desarrollador
PSL_DATA_USAGE_RESPONSES:PSL_WEB_BROWSING_HISTORY:DATA_USAGE_SHARING_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Uso y manejo de datos (Historial de navegación en la Web)/¿Para qué se usan y comparten los datos de los usuarios? Selecciona todas las opciones que correspondan./Seguridad, cumplimiento y prevención de fraudes"
PSL_DATA_USAGE_RESPONSES:PSL_WEB_BROWSING_HISTORY:DATA_USAGE_SHARING_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Uso y manejo de datos (Historial de navegación en la Web)/¿Para qué se usan y comparten los datos de los usuarios? Selecciona todas las opciones que correspondan./Publicidad o marketing
PSL_DATA_USAGE_RESPONSES:PSL_WEB_BROWSING_HISTORY:DATA_USAGE_SHARING_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Uso y manejo de datos (Historial de navegación en la Web)/¿Para qué se usan y comparten los datos de los usuarios? Selecciona todas las opciones que correspondan./Personalización
PSL_DATA_USAGE_RESPONSES:PSL_WEB_BROWSING_HISTORY:DATA_USAGE_SHARING_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,Uso y manejo de datos (Historial de navegación en la Web)/¿Para qué se usan y comparten los datos de los usuarios? Selecciona todas las opciones que correspondan./Administración de la cuenta
PSL_DATA_USAGE_RESPONSES:PSL_EMAILS:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_COLLECTED,,MULTIPLE_CHOICE,"Uso y manejo de datos (Correos electrónicos)/¿Estos datos se recopilan, se comparten o ambas?/Recopilados"
PSL_DATA_USAGE_RESPONSES:PSL_EMAILS:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_SHARED,,MULTIPLE_CHOICE,"Uso y manejo de datos (Correos electrónicos)/¿Estos datos se recopilan, se comparten o ambas?/Compartidos"
PSL_DATA_USAGE_RESPONSES:PSL_EMAILS:PSL_DATA_USAGE_EPHEMERAL,,,MAYBE_REQUIRED,Uso y manejo de datos (Correos electrónicos)/¿Estos datos se procesan de forma efímera?
PSL_DATA_USAGE_RESPONSES:PSL_EMAILS:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_OPTIONAL,,SINGLE_CHOICE,Uso y manejo de datos (Correos electrónicos)/¿Estos datos son necesarios para tu app o los usuarios pueden decidir si se recopilan o no?/Los usuarios pueden decidir si los datos se recopilan o no
PSL_DATA_USAGE_RESPONSES:PSL_EMAILS:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_REQUIRED,,SINGLE_CHOICE,Uso y manejo de datos (Correos electrónicos)/¿Estos datos son necesarios para tu app o los usuarios pueden decidir si se recopilan o no?/La recopilación de datos es necesaria (los usuarios no pueden desactivar esta opción)
PSL_DATA_USAGE_RESPONSES:PSL_EMAILS:DATA_USAGE_COLLECTION_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,Uso y manejo de datos (Correos electrónicos)/¿Por qué se recopilan los datos de los usuarios? Selecciona todas las opciones que correspondan./Funciones de la app
PSL_DATA_USAGE_RESPONSES:PSL_EMAILS:DATA_USAGE_COLLECTION_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Uso y manejo de datos (Correos electrónicos)/¿Por qué se recopilan los datos de los usuarios? Selecciona todas las opciones que correspondan./Estadísticas
PSL_DATA_USAGE_RESPONSES:PSL_EMAILS:DATA_USAGE_COLLECTION_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Uso y manejo de datos (Correos electrónicos)/¿Por qué se recopilan los datos de los usuarios? Selecciona todas las opciones que correspondan./Comunicaciones del desarrollador
PSL_DATA_USAGE_RESPONSES:PSL_EMAILS:DATA_USAGE_COLLECTION_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Uso y manejo de datos (Correos electrónicos)/¿Por qué se recopilan los datos de los usuarios? Selecciona todas las opciones que correspondan./Seguridad, cumplimiento y prevención de fraudes"
PSL_DATA_USAGE_RESPONSES:PSL_EMAILS:DATA_USAGE_COLLECTION_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Uso y manejo de datos (Correos electrónicos)/¿Por qué se recopilan los datos de los usuarios? Selecciona todas las opciones que correspondan./Publicidad o marketing
PSL_DATA_USAGE_RESPONSES:PSL_EMAILS:DATA_USAGE_COLLECTION_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Uso y manejo de datos (Correos electrónicos)/¿Por qué se recopilan los datos de los usuarios? Selecciona todas las opciones que correspondan./Personalización
PSL_DATA_USAGE_RESPONSES:PSL_EMAILS:DATA_USAGE_COLLECTION_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,Uso y manejo de datos (Correos electrónicos)/¿Por qué se recopilan los datos de los usuarios? Selecciona todas las opciones que correspondan./Administración de la cuenta
PSL_DATA_USAGE_RESPONSES:PSL_EMAILS:DATA_USAGE_SHARING_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,Uso y manejo de datos (Correos electrónicos)/¿Para qué se usan y comparten los datos de los usuarios? Selecciona todas las opciones que correspondan./Funciones de la app
PSL_DATA_USAGE_RESPONSES:PSL_EMAILS:DATA_USAGE_SHARING_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Uso y manejo de datos (Correos electrónicos)/¿Para qué se usan y comparten los datos de los usuarios? Selecciona todas las opciones que correspondan./Estadísticas
PSL_DATA_USAGE_RESPONSES:PSL_EMAILS:DATA_USAGE_SHARING_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Uso y manejo de datos (Correos electrónicos)/¿Para qué se usan y comparten los datos de los usuarios? Selecciona todas las opciones que correspondan./Comunicaciones del desarrollador
PSL_DATA_USAGE_RESPONSES:PSL_EMAILS:DATA_USAGE_SHARING_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Uso y manejo de datos (Correos electrónicos)/¿Para qué se usan y comparten los datos de los usuarios? Selecciona todas las opciones que correspondan./Seguridad, cumplimiento y prevención de fraudes"
PSL_DATA_USAGE_RESPONSES:PSL_EMAILS:DATA_USAGE_SHARING_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Uso y manejo de datos (Correos electrónicos)/¿Para qué se usan y comparten los datos de los usuarios? Selecciona todas las opciones que correspondan./Publicidad o marketing
PSL_DATA_USAGE_RESPONSES:PSL_EMAILS:DATA_USAGE_SHARING_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Uso y manejo de datos (Correos electrónicos)/¿Para qué se usan y comparten los datos de los usuarios? Selecciona todas las opciones que correspondan./Personalización
